id,user_query,correct_jurisdiction,expected_rule,status,http_status,response_seconds,answer,sources,source_details,is_trick_question,source_groups,exact_refusal,retrieval_score_suggestion,refusal_score_suggestion,contains_source_label,contains_internal_or_placeholder_citation,warning_flags,error
F‑11,How many hours can a long‑haul truck driver work before overtime?,Federal,Federally regulated transport; CLC overtime rules apply.,success,200,33.99,"A long-haul truck driver cannot work more than 8 hours in a day or 40 hours in a week without being paid overtime, which is one and a half times their regular wage for any hours worked over these limits.

Source: Canada Labour Code",['D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx'],"[{'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'loc': {'lines': {'from': 193, 'to': 203}}}, 'content_preview': 'Maximum hours of work\n\n171\xa0(1)\xa0An employee may be employed in excess of the standard hours of work but, subject to sections 172, 176 and 177, and to any regulations made pursuant to section 175, the total hours that may be worked by any employee in any week shall not exceed forty-eight hours in a week or such fewer total number of hours as may be prescribed by the regulations as maximum working hours in the industrial establishment in or in connection with the operation of which the employee is '}, {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'loc': {'lines': {'from': 205, 'to': 221}}}, 'content_preview': '(a)\xa0the average hours of work for a period of two or more weeks does not exceed forty-eight hours a week; and\n\n(b)\xa0the schedule, or its modification or cancellation, is agreed to in writing by the employer and the trade union.\n\nMaximum hours of work\n\n(2)\xa0Subject to subsection (3), an employer may, in respect of one or more employees not subject to a collective agreement, establish, modify or cancel a work schedule under which the hours exceed the maximum set out in section 171 or in regulations '}]",False,['Federal'],False,1,N/A,True,False,[],
F‑12,Does a postal worker get federal family violence leave?,Federal,"CLC: Up to 10 days, first 5 paid.",success,200,31.46,"Yes, every employee who is a victim of family violence or who is the parent of a child who is a victim of family violence is entitled to and shall be granted a leave of absence from employment of up to 10 days in every calendar year.

Source: Canada Labour Code","['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_14_Medical_Personal_Family_and_Other_Leaves.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'loc': {'lines': {'from': 85, 'to': 105}}}, 'content_preview': 'Regulation\n\nIndividuals who require care and are considered close relatives (whether or not they are related by blood, adoption, marriage or common law partnership)\n\nSubsection (2)\n\nThis subsection lists the various circumstances in which an employee is entitled to take a leave from work.\n\nthe employee has:\n\nbeen diagnosed with COVID-19; and\n\nis acting under instructions from their doctor, a nurse or other medical health officer.\n\nthe employee is in quarantine or self-isolation in accordance wit'}, {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_14_Medical_Personal_Family_and_Other_Leaves.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_14_Medical_Personal_Family_and_Other_Leaves.docx', 'loc': {'lines': {'from': 403, 'to': 425}}}, 'content_preview': '(c)\xa0specifying the persons who are the employee’s family members.\n\nLeave for Victims of Family Violence\n\nDefinitions\n\n206.7\xa0(1)\xa0The following definitions apply in subsection (2).\n\nchild\u2002\u2002means a person who is under 18 years of age.\u2002(enfant)\n\nparent\u2002has the same meaning as in subsection 206.5(1) but does not include a curator to the person.\u2002(parent)\n\nLeave — 10 days\n\n(2)\xa0Every employee who is a victim of family violence or who is the parent of a child who is a victim of family violence is entitle'}]",False,"['BC Provincial', 'Federal']",False,1,N/A,True,False,[],
F‑13,Can a telecom worker at Bell request federal compassionate care leave?,Federal,CLC: Up to 28 weeks unpaid compassionate care leave.,success,200,29.2,"Yes, all eligible employees are entitled to up to 27 weeks of unpaid leave within a period of 52 weeks for caring for a gravely ill family member under the Canada Labour Code.

Source: Canada Labour Code","['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_compassionate_care_leave.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_compassionate_care_leave.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_compassionate_care_leave.docx', 'loc': {'lines': {'from': 35, 'to': 41}}}, 'content_preview': 'Policy Interpretation\n\nAll employees are entitled to up to 27 weeks of unpaid leave within a period of 52 weeks to care for a gravely ill family member. The right to compassionate care leave under this Part is available to all eligible employees regardless of how long they have been employed. The leave is a statutory entitlement, not something that may or may not be granted at the discretion of the employer.\n\nAn employee must, as soon as practicable, provide the employer with a certificate from '}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'loc': {'lines': {'from': 85, 'to': 105}}}, 'content_preview': 'Regulation\n\nIndividuals who require care and are considered close relatives (whether or not they are related by blood, adoption, marriage or common law partnership)\n\nSubsection (2)\n\nThis subsection lists the various circumstances in which an employee is entitled to take a leave from work.\n\nthe employee has:\n\nbeen diagnosed with COVID-19; and\n\nis acting under instructions from their doctor, a nurse or other medical health officer.\n\nthe employee is in quarantine or self-isolation in accordance wit'}]",False,['BC Provincial'],False,0,N/A,True,False,['expected_jurisdiction_not_in_sources'],
F‑14,What rest period must an Air Canada pilot receive between shifts?,Federal,Aviation is federal; CLC + Transport Canada duty‑time rules apply.,success,200,39.16,"Generally, yes, under the provisions for continuous operation of VDTs in the BC Public Service, pilots who are required to operate VDTs continuously for three and one-half consecutive hours or longer but less than their full shift should be reassigned to alternate work duties for a 10-minute break. However, since this context is specific to the BC Public Service and not Air Canada pilots, we cannot provide an exact rest period for Air Canada pilots from the given information.

Source: BC Employment Standards Act","['D:\\AI_Project\\data_corpus_final\\BC_Union_Benefits\\BC_Union_08_Occupational_Health_Safety_and_Mental_Health.docx', 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Union_Benefits\\BC_Union_08_Occupational_Health_Safety_and_Mental_Health.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Union_Benefits\\BC_Union_08_Occupational_Health_Safety_and_Mental_Health.docx', 'loc': {'lines': {'from': 119, 'to': 133}}}, 'content_preview': '(a) Employees who are required to operate VDTs on a continuous basis shall be entitled to two additional 10-minute rest breaks per workday to be scheduled by agreement at the local level. \n\n\n\n(b) Employees required to continuously operate VDTs for three and one-half consecutive hours or longer but less than their full shift shall be reassigned to alternate work duties for one 10-minute period. Where alternate work duties are not available, employees shall receive a 10-minute rest break. \n\n\n\nNo o'}, {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'loc': {'lines': {'from': 151, 'to': 165}}}, 'content_preview': 'Rest period\n\n169.2\xa0(1)\xa0Every employee is entitled to and shall be granted a rest period of at least eight consecutive hours between work periods or shifts.\n\nException\n\n(2)\xa0Despite subsection (1), an employer may require that an employee work additional hours to their scheduled work periods or shifts which would result in them having a rest period of fewer than eight consecutive hours between their work periods or shifts if it is necessary for the employee to work in order to deal with a situatio'}]",False,"['BC Provincial', 'Federal']",False,1,N/A,True,False,[],
F‑15,Does a bank employee qualify for federal personal leave?,Federal,"CLC: 5 days personal leave, first 3 paid after 3 months.",success,200,28.93,"Generally, no. The context provided does not specify personal leave entitlements under the Canada Labour Code. Personal leave is typically covered by provincial standards in BC and other provinces.

Source: Canada Labour Code",['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx'],"[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'loc': {'lines': {'from': 85, 'to': 105}}}, 'content_preview': 'Regulation\n\nIndividuals who require care and are considered close relatives (whether or not they are related by blood, adoption, marriage or common law partnership)\n\nSubsection (2)\n\nThis subsection lists the various circumstances in which an employee is entitled to take a leave from work.\n\nthe employee has:\n\nbeen diagnosed with COVID-19; and\n\nis acting under instructions from their doctor, a nurse or other medical health officer.\n\nthe employee is in quarantine or self-isolation in accordance wit'}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'loc': {'lines': {'from': 31, 'to': 51}}}, 'content_preview': ""an order of the provincial health officer,\n\nan order made under the Quarantine Act (Canada),\n\nguidelines of the British Columbia Centre for Disease Control, or\n\nguidelines of the Public Health Agency of Canada;\n\nthe employer, due to the employer's concern about the employee'sexposure to others, has directed the employee not to work;\n\nthe employee is providing care to an eligible person, includingbecause of the closure of a school or daycare or similar facility;\n\nthe employee is outside the provi""}]",False,['BC Provincial'],False,0,N/A,True,False,['expected_jurisdiction_not_in_sources'],
BC‑01,What is the minimum wage for a retail cashier in Vancouver?,BC Provincial,"BC minimum wage applies (e.g., $17.40/hr in 2024).",success,200,25.44,"The minimum wage for a retail cashier in Vancouver is $18.25 per hour.

Source: BC Employment Standards Act, Section [not provided]","['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_annual_adjustment_of_minimum_wage.docx', 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_12_Minimum_Wage_Young_Workers_Breaks_and_Equal_Wages.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_annual_adjustment_of_minimum_wage.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_annual_adjustment_of_minimum_wage.docx', 'loc': {'lines': {'from': 49, 'to': 63}}}, 'content_preview': ""Employers must pay an employee at least the agreed-upon rate of pay. This rate of pay must meet or exceed the minimum wage rates as set out in this Act.\n\nThe minimum wage rate established in this Act will be the wage rate enforced by the director if\n\nNo agreement was reached between the parties on a wage rate\n\nThe wage rate agreed to between the parties can't be determined\n\nSubsection (1)\n\nThe All-items Consumer Price Index for British Columbia measures the changes in prices as experienced by co""}, {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_12_Minimum_Wage_Young_Workers_Breaks_and_Equal_Wages.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_12_Minimum_Wage_Young_Workers_Breaks_and_Equal_Wages.docx', 'loc': {'lines': {'from': 1, 'to': 15}}}, 'content_preview': 'Canada Labour Code — Minimum Wage, Young Workers, Breaks and Equal Wages\n\nTopic coverage: Minimum wages, age of employment, medical and nursing breaks, and equal wages.\n\nDIVISION IIMinimum Wage and Age of Employment\n\nMinimum wage\n\n178\xa0(1)\xa0Subject to subsections (2) to (5), an employer shall pay to each employee a wage at a minimum hourly rate that is not less than the rate that is determined in accordance with section 178.1.\n\nProvince of employment\n\n(2)\xa0If the minimum hourly rate that is fixed, '}]",False,"['BC Provincial', 'Federal']",False,1,N/A,True,False,[],
BC‑02,How many paid sick days does a restaurant server get in BC?,BC Provincial,BC ESA: 5 paid sick days after 90 days.,success,200,28.29,"A restaurant server in BC is entitled to 5 paid sick days per year under the BC Employment Standards Act.

Source: BC Employment Standards Act, Section [not explicitly stated]","['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_paid_sick_leave.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_paid_sick_leave.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_paid_sick_leave.docx', 'loc': {'lines': {'from': 17, 'to': 37}}}, 'content_preview': ""You need to pay your employees their regular wages for these days. They do not have to be taken consecutively.\n\nEmployees are also entitled to 3 days of unpaid sick leave.\n\nEligibility\n\nThe paid sick leave entitlement applies to all employees covered by the\n\nEmployment Standards Act (ESA), including part-time, temporary or casual employees.\n\nThe ESA doesn't cover certain types of employees, including:\n\nFederally-regulated sectors\n\nSelf-employed workers or independent contractors\n\nEmployees in pr""}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'loc': {'lines': {'from': 31, 'to': 51}}}, 'content_preview': ""an order of the provincial health officer,\n\nan order made under the Quarantine Act (Canada),\n\nguidelines of the British Columbia Centre for Disease Control, or\n\nguidelines of the Public Health Agency of Canada;\n\nthe employer, due to the employer's concern about the employee'sexposure to others, has directed the employee not to work;\n\nthe employee is providing care to an eligible person, includingbecause of the closure of a school or daycare or similar facility;\n\nthe employee is outside the provi""}]",False,['BC Provincial'],False,1,N/A,True,False,[],
BC‑03,Does a Vancouver tech worker earn overtime after 8 hours?,BC Provincial,1.5× after 8 hrs/day; 2× after 12 hrs/day.,success,200,33.77,"Generally, yes. If an employee works over 8 hours in a day or over 40 hours in a week, they are entitled to receive overtime pay at one and a half times their regular wage.

Source: BC Employment Standards Act","['D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_overtime_employees_under_averaging_agreement.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'loc': {'lines': {'from': 1, 'to': 19}}}, 'content_preview': 'Canada Labour Code — Hours of Work, Overtime and Flexible Work\n\nTopic coverage: Part III interpretation and application; standard and maximum hours, overtime, scheduling, modified schedules, permits, emergencies, and flexible-work requests.\n\nPART IIIStandard Hours, Wages, Vacations and Holidays\n\nInterpretation\n\nDefinitions\n\n166\xa0In this Part,\n\ncollective agreement\u2002means an agreement in writing containing terms or conditions of employment of employees, including provisions with reference to rates '}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_overtime_employees_under_averaging_agreement.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_overtime_employees_under_averaging_agreement.docx', 'loc': {'lines': {'from': 101, 'to': 111}}}, 'content_preview': 'Employees paid by salary\n\nIf an employee is paid by a weekly, monthly or yearly salary, overtime is payable to that employee if they work over 8 hours in a day or over 40 hours in a week. The regular wage should be calculated as set out in section 1 of the Act. For any hours worked over 8 in a day or over 40 in a week, overtime is owed at one and a half times the regular wage. For any hours worked over 12 in a day, overtime is owed at two times the regular wage. An employee cannot agree (even wi'}]",False,"['Federal', 'BC Provincial']",False,1,N/A,True,False,[],
BC‑04,How much vacation pay does a retail worker get after 1 year?,BC Provincial,4% vacation pay (2 weeks).,success,200,30.71,"An employee is entitled to two weeks' vacation after completion of their first year of employment, with the vacation pay calculated as 4% of total wages earned in the first year.

Source: Canada Labour Code","['D:\\AI_Project\\data_corpus_final\\Federal\\Federal_13_Vacation_General_Holidays_and_Multi_Employer_Employment.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_vacation_pay.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_13_Vacation_General_Holidays_and_Multi_Employer_Employment.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_13_Vacation_General_Holidays_and_Multi_Employer_Employment.docx', 'loc': {'lines': {'from': 1, 'to': 21}}}, 'content_preview': 'Canada Labour Code — Vacation, General Holidays and Multi-employer Employment\n\nTopic coverage: Annual vacations, vacation pay, general holidays, holiday pay, and multi-employer employment.\n\nDIVISION IVAnnual Vacations\n\nDefinitions\n\n183\xa0In this Division,\n\nvacation pay\u2002means the amount an employee is entitled to under section 184.01;\u2002(indemnité de congé annuel)\n\nyear of employment\u2002means continuous employment of an employee by one employer\n\n(a)\xa0for a period of twelve consecutive months beginning wi'}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_vacation_pay.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_vacation_pay.docx', 'loc': {'lines': {'from': 45, 'to': 49}}}, 'content_preview': ""Vacation Pay\n\nAn employee is entitled to two weeks' vacation after completion of their first year of employment. The vacation time is to be taken during the second year of employment, with the vacation pay calculated as 4% of total wages earned in the first year. Paid vacation pay becomes part of total wages for the year it is paid. Vacation pay in subsequent years is based on 4% of the total wages in the previous year. After completion of five years of employment, the employee becomes entitled ""}]",False,"['Federal', 'BC Provincial']",False,1,N/A,True,False,[],
BC‑05,Can a Burnaby office worker refuse unsafe work?,BC Provincial,WorkSafeBC: Right to refuse unsafe work.,success,200,38.83,"Generally, yes, an employee may refuse to use or operate a machine or thing, to work in a place, or to perform an activity if they have reasonable cause to believe that it constitutes a danger to themselves or another employee. This right is outlined in section 128(1) of the BC Employment Standards Act.

Source: BC Employment Standards Act, Section [not provided]","['D:\\AI_Project\\data_corpus_final\\Federal\\Federal_07_Occupational_Health_and_Safety_Duties.docx', 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_09_OHS_Committees_Representatives_and_Coal_Mining.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_07_Occupational_Health_and_Safety_Duties.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_07_Occupational_Health_and_Safety_Duties.docx', 'loc': {'lines': {'from': 1, 'to': 23}}}, 'content_preview': 'Canada Labour Code — Occupational Health and Safety Duties\n\nTopic coverage: Part II interpretation and application; employer and employee duties; hazards, hazardous substances, coal mines, and accident scenes.\n\nPART IIOccupational Health and Safety\n\nInterpretation\n\nDefinitions\n\n122\xa0(1)\xa0In this Part,\n\nappeals officer[Repealed, 2017, c. 20, s. 338]\n\nBoard[Repealed, 2017, c. 20, s. 338]\n\ncollective agreement\u2002has the same meaning as in section 166;\u2002(convention collective)\n\ndanger\u2002means any hazard, c'}, {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_09_OHS_Committees_Representatives_and_Coal_Mining.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_09_OHS_Committees_Representatives_and_Coal_Mining.docx', 'loc': {'lines': {'from': 1, 'to': 21}}}, 'content_preview': 'Canada Labour Code — OHS Committees, Representatives and Coal Mining\n\nTopic coverage: Policy committees, workplace committees, health and safety representatives, and the Coal Mining Safety Commission.\n\nPolicy Health and Safety Committees\n\nEstablishment mandatory\n\n134.1\xa0(1)\xa0For the purposes of addressing health and safety matters that apply to the work, undertaking or business of an employer, every employer who normally employs directly three hundred or more employees shall establish a policy hea'}]",False,['Federal'],False,0,N/A,True,False,['expected_jurisdiction_not_in_sources'],
BC‑06,Is a part‑time barista entitled to statutory holiday pay?,BC Provincial,Must work 15 of previous 30 days.,success,200,24.69,"Generally, no.

Source: Canada Labour Code","['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_if_employee_is_required_to_work_on_statutory_holiday.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_entitlement_to_statutory_holiday.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_if_employee_is_required_to_work_on_statutory_holiday.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_if_employee_is_required_to_work_on_statutory_holiday.docx', 'loc': {'lines': {'from': 67, 'to': 77}}}, 'content_preview': 'Example\n\nAnother night shift gas attendant commences their normal 8-hour shift at\n\n10:00 pm on June 30. The shift is scheduled to end at 7:00 am on July 1 (Canada Day). They do not work at any other time on July 1. This scheduled shift includes a one-hour unpaid meal break. In accordance with the definition of ""day"" in s.1 of the Act, the employee is not entitled to any statutory holiday pay for time worked on the June 30th to July 1 shift because the shift did not commence on the statutory holi'}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_entitlement_to_statutory_holiday.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_entitlement_to_statutory_holiday.docx', 'loc': {'lines': {'from': 1, 'to': 25}}}, 'content_preview': 'Entitlement to Statutory Holiday\n\nLast updated on March 13, 2023\n\nSummary\n\nThis section identifies when an employee is eligible for statutory holiday pay for one of the “statutory holidays” named in s.1 of the Act. \n\nText of Legislation\n\n44. An employer must comply with section 45 or 46 in respect of an employee who has been employed by the employer for at least 30 calendar days before the statutory holiday and has\n\nworked or earned wages for 15 of the 30 calendar days preceding thestatutory hol'}]",False,['BC Provincial'],False,1,N/A,True,False,[],
BC‑07,Does a Vancouver restaurant cook get a 30‑minute meal break?,BC Provincial,30‑minute unpaid break after 5 hours.,success,200,30.63,"Yes, an employee like Theresa is entitled to a continuous period of at least one-half hour during which she can eat, which is considered a meal break.

Source: BC Employment Standards Act, Section [not provided]",['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_meal_breaks.docx'],"[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_meal_breaks.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_meal_breaks.docx', 'loc': {'lines': {'from': 1, 'to': 21}}}, 'content_preview': 'Meal Breaks\n\nSummary\n\nThis section specifies the maximum time an employee can work without a meal break, the minimum length of the break and under what circumstances the break must be paid. \n\nText of Legislation\n\n32. (1) An employer must ensure\n\nthat no employee works more than 5 consecutive hours without a meal break, and\n\nthat each meal break lasts at least 1/2 hour.\n\n(2) An employer who requires an employee to work or be available for work during a meal break must count the meal break as time'}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_meal_breaks.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_meal_breaks.docx', 'loc': {'lines': {'from': 31, 'to': 39}}}, 'content_preview': 'The employer must schedule another ½-hour meal break by 3:00 pm in order that Theresa does not work more than 5 consecutive hours.\n\nSubsection (2)\n\nCertain work situations require that employees be available for work, or actually perform work, through their meal break. If an employer allows an employee to work at any time during a scheduled meal break, the employer must count the entire meal break as time worked for that day and include the time worked in payroll records as noted in s.28 of the '}]",False,['BC Provincial'],False,1,N/A,True,False,[],
BC‑08,Can a retail worker be scheduled for 12 hours straight?,BC Provincial,Allowed; overtime applies after 8 hours.,success,200,33.11,"No, an employer must ensure that each employee has at least 8 consecutive hours free from work between each shift worked. Any scheduling of 12 consecutive hours without additional pay would violate this requirement.

Source: BC Employment Standards Act, Section [not provided in retrieved context]","['D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_hours_free_from_work.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'loc': {'lines': {'from': 253, 'to': 271}}}, 'content_preview': 'Regulations\n\n(7)\xa0The Governor in Council may make regulations respecting the conduct of votes under this section.\n\nStatutory Instruments Act\xa0not applicable\n\n(8)\xa0The\xa0Statutory Instruments Act\xa0does not apply in respect of the written notice given by the Head to the employer under subsection (5).\n\nDuration\n\n172.2\xa0(1)\xa0A work schedule that is established or modified under subsection 170(1) or 172(1) remains in effect for the duration of the written agreement between the employer and the trade union.\n'}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_hours_free_from_work.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_hours_free_from_work.docx', 'loc': {'lines': {'from': 1, 'to': 23}}}, 'content_preview': 'Hours Free From Work\n\nLast updated on April 1, 2021\n\nSummary\n\nThis section requires an employer to provide its employees with a minimum number of hours free from work between shifts, on a weekly and daily basis. \n\nText of Legislation\n\n36. (1) An employer must either\n\nensure that an employee has at least 32 consecutive hours free fromwork each week, or\n\npay an employee 1 1/2 times the regular wage for time worked by theemployee during the 32 hour period the employee would otherwise be entitled to'}]",False,"['Federal', 'BC Provincial']",False,1,N/A,True,False,[],
BC‑09,How much notice must an employer give before terminating a cashier?,BC Provincial,"1 week after 3 months; 2 weeks after 12 months, etc.",success,200,26.44,"Generally, no specific notice period is mandated by federal law for terminating a cashier. The Canada Labour Code does not specify such a requirement.

Source: Canada Labour Code","['D:\\AI_Project\\data_corpus_final\\Federal\\Federal_15_Termination_Notice_Severance_and_Unjust_Dismissal.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_rules_about_notice.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_15_Termination_Notice_Severance_and_Unjust_Dismissal.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_15_Termination_Notice_Severance_and_Unjust_Dismissal.docx', 'loc': {'lines': {'from': 21, 'to': 35}}}, 'content_preview': 'Copies of notice\n\n(2)\xa0A copy of any notice given to the Head under subsection (1) must be given immediately by the employer to the Minister of Employment and Social Development and the Canada Employment Insurance Commission and any trade union representing a redundant employee, and if any redundant employee is not represented by a trade union, a copy of that notice must be given to the employee or immediately posted by the employer in a conspicuous place within the industrial establishment in wh'}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_rules_about_notice.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_rules_about_notice.docx', 'loc': {'lines': {'from': 1, 'to': 25}}}, 'content_preview': 'Rules About Notice\n\n\n\nSummary\n\nThis section explains when notice of termination that has been given to an employee under Part 8 has no effect. This section also explains how an employee’s conditions of employment are maintained and protected during this notice period. \n\nText of Legislation\n\n67. (1) A notice given to an employee under this Part has no effect if\n\nthe notice period coincides with a period during which the employee is on annual vacation, leave, temporary layoff, strike or lockout or'}]",False,"['Federal', 'BC Provincial']",False,1,N/A,True,False,[],
